FoodCode	Main.food.description	2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode
12210270	Coffee creamer, liquid, fat free, flavored	Yes	No	0
12210280	Coffee creamer, liquid, fat free, sugar free, flavored	Yes	No	0
12210310	Coffee creamer, liquid, sugar free, flavored	Yes	No	0
12210400	Coffee creamer, powder	Yes	No	0
12210420	Coffee creamer, powder, flavored	Yes	No	0
12210430	Coffee creamer, powder, fat free	Yes	No	0
12210440	Coffee creamer,powder, fat free, flavored	Yes	No	0
12210505	Coffee creamer,powder, sugar free, flavored	Yes	No	0
12210520	Coffee creamer, soy, liquid	Yes	No	0
12220200	Whipped topping	Yes	No	0
12220270	Whipped topping, fat free	Yes	No	0
12220280	Whipped topping, sugar free	Yes	No	0
12310100	Sour cream, regular	Yes	No	0
12310350	Sour cream, light	Yes	No	0
12310370	Sour cream, fat free	Yes	No	0
12320100	Sour cream, imitation	Yes	No	0
12350010	Dip, NFS	Yes	No	0
12350200	Chipotle dip, regular	Yes	No	0
12350205	Chipotle dip, light	Yes	No	0
12350210	Dill dip, regular	Yes	No	0
12350215	Dill dip, light	Yes	No	0
12350220	Onion dip, regular	Yes	No	0
12350225	Onion dip, light	Yes	No	0
12350230	Ranch dip, regular	Yes	No	0
12350235	Ranch dip, light	Yes	No	0
12350240	Spinach dip, regular	Yes	No	0
12350245	Spinach dip, light	Yes	No	0
12350250	Vegetable dip, regular	Yes	No	0
12350255	Vegetable dip, light	Yes	No	0
13110000	Ice cream, NFS	Yes	No	0
13110100	Ice cream, vanilla	Yes	No	0
13110102	Ice cream, vanilla, with additional ingredients	Yes	No	0
13110110	Ice cream, chocolate	Yes	No	0
13110112	Ice cream, chocolate, with additional ingredients	Yes	No	0
13110200	Ice cream, soft serve, vanilla	Yes	No	0
13110210	Ice cream, soft serve, chocolate	Yes	No	0
13110310	Ice_cream_no_sugar_added_NS_as_to_flavor	No	Yes	0
13110460	Gelato, vanilla	Yes	No	0
13110470	Gelato, chocolate	Yes	No	0
13120050	Ice cream bar, vanilla	Yes	No	0
13120100	Ice cream bar, vanilla, chocolate coated	Yes	No	0
13120110	Ice cream candy bar	Yes	No	0
13120140	Ice cream bar, chocolate	Yes	No	0
13120500	Ice cream sandwich, vanilla	Yes	No	0
13120510	Ice cream sandwich, chocolate	Yes	No	0
13120550	Ice cream cookie sandwich	Yes	No	0
13120730	Ice cream cone, scooped, vanilla	Yes	No	0
13120735	Ice cream cone, scooped, vanilla, waffle cone	Yes	No	0
13120740	Ice cream cone, NFS	Yes	No	0
13120770	Ice cream cone, scooped, chocolate	Yes	No	0
13120775	Ice cream cone, scooped, chocolate, waffle cone	Yes	No	0
13120782	Ice cream cone, soft serve, vanilla	Yes	No	0
13120784	Ice cream cone, soft serve, chocolate	Yes	No	0
13120786	Ice cream cone, soft serve, vanilla, waffle cone	Yes	No	0
13120788	Ice cream cone, soft serve, chocolate, waffle cone	Yes	No	0
13120790	Ice cream cone, vanilla, prepackaged	Yes	No	0
13120792	Ice cream cone, chocolate, prepackaged	Yes	No	0
13120800	Ice cream soda, flavors other than chocolate	Yes	No	0
13120810	Ice cream soda, chocolate	Yes	No	0
13121000	Ice cream sundae, NFS	Yes	No	0
13121100	Ice cream sundae, fruit topping	Yes	No	0
13121120	Banana split	Yes	No	0
13121300	Ice cream sundae, hot fudge topping	Yes	No	0
13121400	Ice cream sundae, caramel topping	Yes	No	0
13126000	Ice cream, fried	Yes	No	0
13130100	Light ice cream, NFS	Yes	No	0
13130300	Light ice cream, vanilla	Yes	No	0
13130310	Light ice cream, chocolate	Yes	No	0
13130700	Soft serve, blended with candy or cookies, from fast food	Yes	No	0
13135000	Light ice cream sandwich, vanilla	Yes	No	0
13135010	Light ice cream sandwich, chocolate	Yes	No	0
13140000	Light ice cream bar, vanilla	Yes	No	0
13140100	Light ice cream bar, vanilla, chocolate coated	Yes	No	0
13140115	Light ice cream bar, chocolate	Yes	No	0
13140700	Creamsicle	Yes	No	0
13140710	Creamsicle, light	Yes	No	0
13140900	Fudgesicle	Yes	No	0
13142100	Light ice cream cone, vanilla, prepackaged	Yes	No	0
13142110	Light ice cream cone, chocolate, prepackaged	Yes	No	0
13150000	Sherbet, all flavors	Yes	No	0
13161600	Fudgesicle, light	Yes	No	0
13200110	Pudding, chocolate, NFS	Yes	No	0
13210110	Pudding, bread	Yes	No	0
13210270	Custard_Puerto_Rican_style	No	Yes	0
13210280	Pudding, flavors other than chocolate, NFS	Yes	No	0
13210300	Custard	Yes	No	0
13210350	Flan	Yes	No	0
13210370	Creme brulee	Yes	No	0
13210410	Pudding, rice	Yes	No	0
13210450	Firni, Indian pudding	Yes	No	0
13210520	Pudding, tapioca, made from dry mix	Yes	No	0
13220110	Pudding, flavors other than chocolate, made from dry mix	Yes	No	0
13220120	Pudding, chocolate, made from dry mix	Yes	No	0
13220210	Pudding, flavors other than chocolate, made from dry mix, sugar free	Yes	No	0
13220220	Pudding, chocolate, made from dry mix, sugar free	Yes	No	0
13230110	Pudding, flavors other than chocolate, ready-to-eat	Yes	No	0
13230120	Pudding, flavors other than chocolate, ready-to-eat, sugar free	Yes	No	0
13230130	Pudding, chocolate, ready-to-eat	Yes	No	0
13230140	Pudding, chocolate, ready-to-eat, sugar free	Yes	No	0
13230500	Pudding, tapioca, ready-to-eat	Yes	No	0
13241000	Banana pudding	Yes	No	0
13250000	Mousse	Yes	No	0
13252200	Milk dessert or milk candy, Puerto Rican style	Yes	No	0
13252500	Barfi or Burfi, Indian dessert	Yes	No	0
13252590	Trifle	Yes	No	0
13252600	Tiramisu	Yes	No	0
13310000	Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior	Yes	No	0
13311000	Custard pudding, baby food, flavor other than chocolate, strained	Yes	No	0
13312000	Custard pudding, baby food, flavor other than chocolate, junior	Yes	No	0
13411000	White sauce or gravy	Yes	No	0
14010000	Cheese, NFS	Yes	No	0
14101010	Cheese, Blue or Roquefort	Yes	No	0
14102010	Cheese, Brick	Yes	No	0
14103010	Cheese, Camembert	Yes	No	0
14103020	Cheese, Brie	Yes	No	0
14104100	Cheese, Cheddar	Yes	No	0
14104110	Cheese, Cheddar, reduced fat	Yes	No	0
14104115	Cheese, Cheddar, nonfat or fat free	Yes	No	0
14104200	Cheese, Colby	Yes	No	0
14104250	Cheese, Colby Jack	Yes	No	0
14104400	Cheese, Feta	Yes	No	0
14104600	Cheese, Fontina	Yes	No	0
14104700	Cheese, goat	Yes	No	0
14105010	Cheese, Gouda or Edam	Yes	No	0
14105200	Cheese, Gruyere	Yes	No	0
14106010	Cheese, Limburger	Yes	No	0
14106200	Cheese, Monterey	Yes	No	0
14106500	Cheese, Monterey, reduced fat	Yes	No	0
14107010	Cheese, Mozzarella, NFS	Yes	No	0
14107020	Cheese_Mozzarella_whole_milk	No	Yes	0
14107030	Cheese, Mozzarella, part skim	Yes	No	0
14107040	Cheese, Mozzarella, reduced sodium	Yes	No	0
14107060	Cheese, Mozzarella, nonfat or fat free	Yes	No	0
14107200	Cheese, Muenster	Yes	No	0
14107250	Cheese, Muenster, reduced fat	Yes	No	0
14108010	Cheese, Parmesan, dry grated	Yes	No	0
14108015	Cheese, Parmesan, dry grated, reduced fat	Yes	No	0
14108020	Cheese, Parmesan, hard	Yes	No	0
14108060	Cheese, Parmesan, dry grated, fat free	Yes	No	0
14108200	Cheese, Port du Salut	Yes	No	0
14108400	Cheese, Provolone	Yes	No	0
14108420	Cheese, provolone, reduced fat	Yes	No	0
14109010	Cheese, Swiss	Yes	No	0
14109020	Cheese, Swiss, reduced sodium	Yes	No	0
14109030	Cheese, Swiss, reduced fat	Yes	No	0
14109040	Cheese, Swiss, nonfat or fat free	Yes	No	0
14110010	Cheese, Cheddar, reduced sodium	Yes	No	0
14120010	Cheese, Mexican blend	Yes	No	0
14120020	Cheese, Mexican blend, reduced fat	Yes	No	0
14131000	Queso Anejo, aged Mexican cheese	Yes	No	0
14131500	Queso Asadero	Yes	No	0
14133000	Queso Fresco	Yes	No	0
14134000	Queso cotija	Yes	No	0
14200100	Cheese, cottage, NFS	Yes	No	0
14201010	Cheese, cottage, creamed, large or small curd	Yes	No	0
14201200	Cottage cheese, farmer's	Yes	No	0
14201500	Cheese, Ricotta	Yes	No	0
14202010	Cheese, cottage, with fruit	Yes	No	0
14202020	Cheese, cottage, with vegetables	Yes	No	0
14203010	Cheese, cottage, dry curd	Yes	No	0
14203020	Cheese, cottage, salted, dry curd	Yes	No	0
14203510	Puerto Rican white cheese	Yes	No	0
14204010	Cheese, cottage, low fat	Yes	No	0
14204020	Cheese, cottage, lowfat, with fruit	Yes	No	0
14206010	Cheese, cottage, lowfat, low sodium	Yes	No	0
14207010	Cheese, cottage, lowfat, lactose reduced	Yes	No	0
14301010	Cream cheese, regular, plain	Yes	No	0
14301100	Cream cheese, regular, flavored	Yes	No	0
14303010	Cream cheese, light	Yes	No	0
14410100	Cheese, American and Swiss blends	Yes	No	0
14410110	Cheese, American	Yes	No	0
14410120	Cheese, American, reduced fat	Yes	No	0
14410130	Cheese, American, nonfat or fat free	Yes	No	0
14410210	Cheese, American, reduced sodium	Yes	No	0
14410330	Cheese spread, American or Cheddar cheese base, reduced fat	Yes	No	0
14410380	Cream cheese spread, fat free	Yes	No	0
14410500	Cheese, processed cheese food	Yes	No	0
14410600	Cheese, processed, with vegetables	Yes	No	0
14410620	Cheese,  with wine	Yes	No	0
14420100	Cheese spread, American or Cheddar cheese base	Yes	No	0
14420160	Cheese spread, Swiss cheese base	Yes	No	0
14420200	Cheese spread, cream cheese, regular	Yes	No	0
14420210	Cheese spread, cream cheese, light	Yes	No	0
14420300	Cheese spread, pressurized can	Yes	No	0
14502000	Imitation cheese	Yes	No	0
14610200	Cheese, cottage cheese, with gelatin dessert	Yes	No	0
14610210	Cheese, cottage cheese, with gelatin dessert and fruit	Yes	No	0
14610250	Cheese, cottage cheese, with gelatin dessert and vegetables	Yes	No	0
14610520	Cheese ball	Yes	No	0
14620110	Artichoke dip	Yes	No	0
14620115	Spinach and artichoke dip	Yes	No	0
14620130	Seafood dip	Yes	No	0
14620150	Cheese dip with chili pepper	Yes	No	0
14620200	Cheese dip	Yes	No	0
14620300	Topping from cheese pizza	Yes	No	0
14620310	Topping from vegetable pizza	Yes	No	0
14620320	Topping from meat pizza	Yes	No	0
14620330	Topping from meat and vegetable pizza	Yes	No	0
14630100	Cheese fondue	Yes	No	0
14630200	Cheese souffle	Yes	No	0
14630300	Welsh rarebit	Yes	No	0
14640000	Cheese sandwich, NFS	Yes	No	0
14640002	Cheese sandwich, American cheese, on white bread, no spread	Yes	No	0
14640004	Cheese sandwich, American cheese, on wheat bread, no spread	Yes	No	0
14640006	Cheese sandwich, American cheese, on whole wheat bread, no spread	Yes	No	0
14640008	Cheese sandwich, Cheddar cheese, on white bread, no spread	Yes	No	0
14640010	Cheese sandwich, Cheddar cheese, on wheat bread, no spread	Yes	No	0
14640012	Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread	Yes	No	0
14640014	Cheese sandwich, reduced fat American cheese, on white bread, no spread	Yes	No	0
14640016	Cheese sandwich, reduced fat American cheese, on wheat bread, no spread	Yes	No	0
14640018	Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread	Yes	No	0
14640020	Cheese sandwich, reduced fat Cheddar cheese, on white bread, no spread	Yes	No	0
14640022	Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread	Yes	No	0
14640024	Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread	Yes	No	0
14640026	Cheese sandwich, American cheese, on white bread, with mayonnaise	Yes	No	0
14640028	Cheese sandwich, American cheese, on wheat bread, with mayonnaise	Yes	No	0
14640030	Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise	Yes	No	0
14640032	Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise	Yes	No	0
14640034	Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise	Yes	No	0
14640036	Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise	Yes	No	0
14640038	Cheese sandwich, reduced fat American cheese, on white bread, with mayonnaise	Yes	No	0
14640040	Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise	Yes	No	0
14640042	Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise	Yes	No	0
14640044	Cheese sandwich, reduced fat Cheddar cheese, on white bread, with mayonnaise	Yes	No	0
14640046	Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise	Yes	No	0
14640048	Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise	Yes	No	0
14640050	Cheese sandwich, American cheese, on white bread, with butter	Yes	No	0
14640052	Cheese sandwich, American cheese, on wheat bread, with butter	Yes	No	0
14640054	Cheese sandwich, American cheese, on whole wheat bread, with butter	Yes	No	0
14640056	Cheese sandwich, Cheddar cheese, on white bread, with butter	Yes	No	0
14640058	Cheese sandwich, Cheddar cheese, on wheat bread, with butter	Yes	No	0
14640060	Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter	Yes	No	0
14640062	Cheese sandwich, reduced fat American cheese, on white bread, with butter	Yes	No	0
14640064	Cheese sandwich, reduced fat American cheese, on wheat bread, with butter	Yes	No	0
14640066	Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter	Yes	No	0
14640068	Cheese sandwich, reduced fat Cheddar cheese, on white bread, with butter	Yes	No	0
14640070	Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter	Yes	No	0
14640072	Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter	Yes	No	0
14640100	Grilled cheese sandwich, NFS	Yes	No	0
14640105	Grilled cheese sandwich, American cheese, on white bread	Yes	No	0
14640110	Grilled cheese sandwich, American cheese, on wheat bread	Yes	No	0
14640115	Grilled cheese sandwich, American cheese, on whole wheat bread	Yes	No	0
14640125	Grilled cheese sandwich, Cheddar cheese, on white bread	Yes	No	0
14640130	Grilled cheese sandwich, Cheddar cheese, on wheat bread	Yes	No	0
14640135	Grilled cheese sandwich, Cheddar cheese, on whole wheat bread	Yes	No	0
14640155	Grilled cheese sandwich, reduced fat American cheese, on white bread	Yes	No	0
14640160	Grilled cheese sandwich, reduced fat American cheese, on wheat bread	Yes	No	0
14640165	Grilled cheese sandwich, reduced fat American cheese, on whole wheat bread	Yes	No	0
14640185	Grilled cheese sandwich, reduced fat Cheddar cheese, on white bread	Yes	No	0
14640190	Grilled cheese sandwich, reduced fat Cheddar cheese, on wheat bread	Yes	No	0
14640195	Grilled cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread	Yes	No	0
14650100	Cheese sauce	Yes	No	0
14650160	Alfredo sauce	Yes	No	0
14650165	Alfredo sauce with added vegetables	Yes	No	0
14650170	Alfredo sauce with meat	Yes	No	0
14650175	Alfredo sauce with meat and added vegetables	Yes	No	0
14650180	Alfredo sauce with poultry	Yes	No	0
14650185	Alfredo sauce with poultry and added vegetables	Yes	No	0
14650190	Alfredo sauce with seafood	Yes	No	0
14650195	Alfredo sauce with seafood and added vegetables	Yes	No	0
14660200	Mozzarella sticks, breaded, baked, or fried	Yes	No	0
14670000	Mozzarella cheese, tomato, and basil, with oil and vinegar dressing	Yes	No	0
14710100	Cheddar cheese soup, home recipe, canned or ready-to-serve	Yes	No	0
14710200	Beer cheese soup, made with milk	Yes	No	0
20000000	Meat, NFS	Yes	No	0
20000070	Meat, baby food, NS as to type, NS as to strained or junior	Yes	No	0
20000090	Meat sticks, baby food, NS as to type of meat	Yes	No	0
20000200	Ground meat, NFS	Yes	No	0
21000100	Beef, NS as to cut, cooked, NS as to fat eaten	Yes	No	0
21000110	Beef, NS as to cut, cooked, lean and fat eaten	Yes	No	0
21000120	Beef, NS as to cut, cooked, lean only eaten	Yes	No	0
21001000	Steak, NS as to type of meat, cooked, NS as to fat eaten	Yes	No	0
21001010	Steak, NS as to type of meat, cooked, lean and fat eaten	Yes	No	0
21001020	Steak, NS as to type of meat, cooked, lean only eaten	Yes	No	0
21002000	Beef, pickled	Yes	No	0
21003000	Beef, NS as to cut, fried, NS to fat eaten	Yes	No	0
21101000	Beef steak, NS as to cooking method, NS as to fat eaten	Yes	No	0
21101010	Beef steak, NS as to cooking method, lean and fat eaten	Yes	No	0
21101020	Beef steak, NS as to cooking method, lean only eaten	Yes	No	0
21101110	Beef steak, broiled or baked, NS as to fat eaten	Yes	No	0
21101120	Beef steak, broiled or baked, lean and fat eaten	Yes	No	0
21101130	Beef steak, broiled or baked, lean only eaten	Yes	No	0
21102110	Beef steak, fried, NS as to fat eaten	Yes	No	0
21102120	Beef steak, fried, lean and fat eaten	Yes	No	0
21102130	Beef steak, fried, lean only eaten	Yes	No	0
21103110	Beef steak, breaded or floured, baked or fried, NS as to fat eaten	Yes	No	0
21103120	Beef steak, breaded or floured, baked or fried, lean and fat eaten	Yes	No	0
21103130	Beef steak, breaded or floured, baked or fried, lean only eaten	Yes	No	0
21104110	Beef steak, battered, fried, NS as to fat eaten	Yes	No	0
21104120	Beef steak, battered, fried, lean and fat eaten	Yes	No	0
21104130	Beef steak, battered, fried, lean only eaten	Yes	No	0
21105110	Beef steak, braised, NS as to fat eaten	Yes	No	0
21105120	Beef steak, braised, lean and fat eaten	Yes	No	0
21105130	Beef steak, braised, lean only eaten	Yes	No	0
21301000	Beef, oxtails, cooked	Yes	No	0
21302000	Beef, neck bones, cooked	Yes	No	0
21304000	Beef, shortribs, cooked, NS as to fat eaten	Yes	No	0
21304110	Beef, shortribs, cooked, lean and fat eaten	Yes	No	0
21304120	Beef, shortribs, cooked, lean only eaten	Yes	No	0
21304200	Beef, shortribs, barbecued, with sauce, NS as to fat eaten	Yes	No	0
21304210	Beef, shortribs, barbecued, with sauce, lean and fat eaten	Yes	No	0
21304220	Beef, shortribs, barbecued, with sauce, lean only eaten	Yes	No	0
21305000	Beef, cow head, cooked	Yes	No	0
21401000	Beef, roast, roasted, NS as to fat eaten	Yes	No	0
21401110	Beef, roast, roasted, lean and fat eaten	Yes	No	0
21401120	Beef, roast, roasted, lean only eaten	Yes	No	0
